ComplaintText,Category,Urgency,Area,Latitude,Longitude
Vehicles are getting stuck due to a pothole on the stretch near Lamington Road Market.,Pothole,Low,Lamington Road Market,15.34784,75.104908
Vehicles are getting stuck due to a pothole on the stretch near Shivalli Circle Phase 2.,Pothole,Low,Shivalli Circle Phase 2,15.380748,75.134351
Vehicles are getting stuck due to a pothole on the stretch near Navanagar Colony.,Pothole,High,Navanagar Colony,15.372347,75.095865
Severe road damage with deep potholes at Rajiv Gandhi Circle Lane — two-wheeler riders are at risk.,Pothole,High,Rajiv Gandhi Circle Lane,15.356592,75.101385
Severe road damage with deep potholes at Deshpande Nagar Layout — two-wheeler riders are at risk.,Pothole,Low,Deshpande Nagar Layout,15.345238,75.10143
Severe road damage with deep potholes at Ring Road Lane — two-wheeler riders are at risk.,Pothole,Low,Ring Road Lane,15.389509,75.143328
Severe road damage with deep potholes at Shivalli Circle Bazaar — two-wheeler riders are at risk.,Pothole,Low,Shivalli Circle Bazaar,15.352408,75.145724
A big pothole near Mahadevapura Block is causing traffic jams and minor accidents.,Pothole,Medium,Mahadevapura Block,15.339218,75.138749
Vehicles are getting stuck due to a pothole on the stretch near Idgah Ground Park.,Pothole,Low,Idgah Ground Park,15.393497,75.151536
Vehicles are getting stuck due to a pothole on the stretch near Mahadevapura Block.,Pothole,Medium,Mahadevapura Block,15.382141,75.094335
A big pothole near Ring Road Extension is causing traffic jams and minor accidents.,Pothole,Medium,Ring Road Extension,15.37507,75.13384
Severe road damage with deep potholes at Police Colony Block — two-wheeler riders are at risk.,Pothole,Low,Police Colony Block,15.391118,75.100001
Severe road damage with deep potholes at Lamington Road Main Road — two-wheeler riders are at risk.,Pothole,High,Lamington Road Main Road,15.387754,75.127184
A big pothole near Sana Market Extension is causing traffic jams and minor accidents.,Pothole,Low,Sana Market Extension,15.372824,75.121356
Severe road damage with deep potholes at Patel Road Lane — two-wheeler riders are at risk.,Pothole,Low,Patel Road Lane,15.341701,75.096221
Severe road damage with deep potholes at Sana Market — two-wheeler riders are at risk.,Pothole,Low,Sana Market,15.341667,75.107588
A big pothole near Ring Road Market is causing traffic jams and minor accidents.,Pothole,Medium,Ring Road Market,15.356961,75.150463
Vehicles are getting stuck due to a pothole on the stretch near Kinnal Road Bazaar.,Pothole,Medium,Kinnal Road Bazaar,15.379236,75.102771
Vehicles are getting stuck due to a pothole on the stretch near Tilakwadi Junction.,Pothole,High,Tilakwadi Junction,15.364061,75.117987
A big pothole near Jubilee Circle Phase 2 is causing traffic jams and minor accidents.,Pothole,Low,Jubilee Circle Phase 2,15.347736,75.120182
Severe road damage with deep potholes at Lamington Road Phase 2 — two-wheeler riders are at risk.,Pothole,High,Lamington Road Phase 2,15.375841,75.126168
Severe road damage with deep potholes at Khanapur Road Phase 1 — two-wheeler riders are at risk.,Pothole,High,Khanapur Road Phase 1,15.351253,75.151592
Severe road damage with deep potholes at Bendre Layout Circle — two-wheeler riders are at risk.,Pothole,High,Bendre Layout Circle,15.347426,75.13187
A big pothole near Vidyanagar is causing traffic jams and minor accidents.,Pothole,Low,Vidyanagar,15.349314,75.101055
A big pothole near Gokak Road Bazaar is causing traffic jams and minor accidents.,Pothole,High,Gokak Road Bazaar,15.380609,75.105929
A big pothole near Idgah Ground Cross is causing traffic jams and minor accidents.,Pothole,Medium,Idgah Ground Cross,15.343553,75.147532
Severe road damage with deep potholes at Unkal Lake — two-wheeler riders are at risk.,Pothole,Low,Unkal Lake,15.343381,75.1013
A big pothole near Shivalli Circle Phase 2 is causing traffic jams and minor accidents.,Pothole,High,Shivalli Circle Phase 2,15.386687,75.101408
A big pothole near Siddeshwar Road Park is causing traffic jams and minor accidents.,Pothole,Low,Siddeshwar Road Park,15.335647,75.109422
Vehicles are getting stuck due to a pothole on the stretch near Navanagar Extension.,Pothole,Medium,Navanagar Extension,15.341519,75.097313
Severe road damage with deep potholes at KHB Colony Extension — two-wheeler riders are at risk.,Pothole,Low,KHB Colony Extension,15.341243,75.12373
A big pothole near Sana Market Main Road is causing traffic jams and minor accidents.,Pothole,Low,Sana Market Main Road,15.389225,75.133034
Severe road damage with deep potholes at Deshpande Nagar Bazaar — two-wheeler riders are at risk.,Pothole,Low,Deshpande Nagar Bazaar,15.336569,75.153415
Severe road damage with deep potholes at Shanti Nagar Park — two-wheeler riders are at risk.,Pothole,Low,Shanti Nagar Park,15.364116,75.148082
A big pothole near Gokul Road Phase 1 is causing traffic jams and minor accidents.,Pothole,Medium,Gokul Road Phase 1,15.3436,75.101071
Vehicles are getting stuck due to a pothole on the stretch near Cotton Market Extension.,Pothole,Low,Cotton Market Extension,15.377429,75.116354
Vehicles are getting stuck due to a pothole on the stretch near Sindgi Cross Cross.,Pothole,Medium,Sindgi Cross Cross,15.365033,75.119312
Vehicles are getting stuck due to a pothole on the stretch near Rajiv Gandhi Circle Layout.,Pothole,High,Rajiv Gandhi Circle Layout,15.373983,75.146162
Vehicles are getting stuck due to a pothole on the stretch near Gokak Road Extension.,Pothole,Low,Gokak Road Extension,15.360504,75.146785
Severe road damage with deep potholes at Tilakwadi Circle — two-wheeler riders are at risk.,Pothole,Low,Tilakwadi Circle,15.358624,75.137277
Severe road damage with deep potholes at Gokul Complex Colony — two-wheeler riders are at risk.,Pothole,Medium,Gokul Complex Colony,15.349993,75.150716
Severe road damage with deep potholes at Kinnal Road Block — two-wheeler riders are at risk.,Pothole,High,Kinnal Road Block,15.384606,75.099094
Vehicles are getting stuck due to a pothole on the stretch near Unkal Lake Bazaar.,Pothole,Low,Unkal Lake Bazaar,15.383406,75.126882
Vehicles are getting stuck due to a pothole on the stretch near Police Colony Phase 1.,Pothole,Low,Police Colony Phase 1,15.374901,75.118149
Severe road damage with deep potholes at Sukhsagar Park — two-wheeler riders are at risk.,Pothole,Low,Sukhsagar Park,15.377964,75.151604
Severe road damage with deep potholes at Sindgi Cross Main Road — two-wheeler riders are at risk.,Pothole,Medium,Sindgi Cross Main Road,15.369375,75.106264
Severe road damage with deep potholes at Sukhsagar Lane — two-wheeler riders are at risk.,Pothole,Medium,Sukhsagar Lane,15.341193,75.144222
A big pothole near Vidyanagar Phase 2 is causing traffic jams and minor accidents.,Pothole,Low,Vidyanagar Phase 2,15.369146,75.141933
Vehicles are getting stuck due to a pothole on the stretch near Gokak Road Junction.,Pothole,Low,Gokak Road Junction,15.373262,75.095075
Vehicles are getting stuck due to a pothole on the stretch near Sukhsagar Block.,Pothole,Medium,Sukhsagar Block,15.345525,75.135662
Severe road damage with deep potholes at Gokul Complex Phase 2 — two-wheeler riders are at risk.,Pothole,Medium,Gokul Complex Phase 2,15.345584,75.102095
Severe road damage with deep potholes at Sukhsagar Block — two-wheeler riders are at risk.,Pothole,High,Sukhsagar Block,15.379158,75.151809
Vehicles are getting stuck due to a pothole on the stretch near Unkal Lake Circle.,Pothole,Low,Unkal Lake Circle,15.357272,75.120719
Severe road damage with deep potholes at Kelgeri Lake Cross — two-wheeler riders are at risk.,Pothole,Medium,Kelgeri Lake Cross,15.354163,75.149984
A big pothole near Sindgi Cross Market is causing traffic jams and minor accidents.,Pothole,Low,Sindgi Cross Market,15.344035,75.138766
Vehicles are getting stuck due to a pothole on the stretch near Rajiv Gandhi Circle.,Pothole,High,Rajiv Gandhi Circle,15.361287,75.118941
Severe road damage with deep potholes at Sindgi Cross Park — two-wheeler riders are at risk.,Pothole,Medium,Sindgi Cross Park,15.347634,75.124241
Severe road damage with deep potholes at Akash Nagar Bazaar — two-wheeler riders are at risk.,Pothole,High,Akash Nagar Bazaar,15.375393,75.129088
Vehicles are getting stuck due to a pothole on the stretch near Court Road Main Road.,Pothole,Medium,Court Road Main Road,15.347931,75.152567
A big pothole near Koppikar Road Cross is causing traffic jams and minor accidents.,Pothole,Medium,Koppikar Road Cross,15.391419,75.139541
Severe road damage with deep potholes at Shivanahalli Layout — two-wheeler riders are at risk.,Pothole,Medium,Shivanahalli Layout,15.341899,75.123343
A big pothole near Station Road Colony is causing traffic jams and minor accidents.,Pothole,High,Station Road Colony,15.366655,75.107307
Vehicles are getting stuck due to a pothole on the stretch near Gokak Road Layout.,Pothole,Low,Gokak Road Layout,15.339025,75.145206
Severe road damage with deep potholes at Kinnal Road — two-wheeler riders are at risk.,Pothole,High,Kinnal Road,15.38997,75.145227
Severe road damage with deep potholes at Moti Talav Junction — two-wheeler riders are at risk.,Pothole,Low,Moti Talav Junction,15.37727,75.118562
Severe road damage with deep potholes at Vidyagiri Lane — two-wheeler riders are at risk.,Pothole,High,Vidyagiri Lane,15.354186,75.141579
Severe road damage with deep potholes at Sana Market Layout — two-wheeler riders are at risk.,Pothole,Low,Sana Market Layout,15.389886,75.098788
A big pothole near Hubballi Railway Station Circle is causing traffic jams and minor accidents.,Pothole,Medium,Hubballi Railway Station Circle,15.358727,75.098219
Vehicles are getting stuck due to a pothole on the stretch near Gokul Complex Layout.,Pothole,Medium,Gokul Complex Layout,15.354684,75.103588
Vehicles are getting stuck due to a pothole on the stretch near RPF Road Lane.,Pothole,High,RPF Road Lane,15.365297,75.147855
Severe road damage with deep potholes at Siddeshwar Road Lane — two-wheeler riders are at risk.,Pothole,Low,Siddeshwar Road Lane,15.383837,75.142402
A big pothole near Lamington Road Phase 2 is causing traffic jams and minor accidents.,Pothole,High,Lamington Road Phase 2,15.346536,75.129644
Vehicles are getting stuck due to a pothole on the stretch near Shivanahalli Block.,Pothole,High,Shivanahalli Block,15.391778,75.131177
Vehicles are getting stuck due to a pothole on the stretch near Shankar Sheth Road Market.,Pothole,Low,Shankar Sheth Road Market,15.361634,75.148949
Vehicles are getting stuck due to a pothole on the stretch near Gokak Road Bazaar.,Pothole,Low,Gokak Road Bazaar,15.372171,75.145355
Severe road damage with deep potholes at Cotton Market Lane — two-wheeler riders are at risk.,Pothole,High,Cotton Market Lane,15.338797,75.120032
Severe road damage with deep potholes at Gokul Complex Market — two-wheeler riders are at risk.,Pothole,Low,Gokul Complex Market,15.355817,75.097951
Severe road damage with deep potholes at KHB Colony Street — two-wheeler riders are at risk.,Pothole,High,KHB Colony Street,15.356824,75.110725
A big pothole near Khanapur Road Phase 1 is causing traffic jams and minor accidents.,Pothole,Low,Khanapur Road Phase 1,15.365124,75.121263
Vehicles are getting stuck due to a pothole on the stretch near Gokak Road Lane.,Pothole,Low,Gokak Road Lane,15.361684,75.142089
A big pothole near Khanapur Road Street is causing traffic jams and minor accidents.,Pothole,Medium,Khanapur Road Street,15.363238,75.102552
Severe road damage with deep potholes at Koppikar Road Circle — two-wheeler riders are at risk.,Pothole,High,Koppikar Road Circle,15.388648,75.114106
A big pothole near Karnataka Bank Junction Cross is causing traffic jams and minor accidents.,Pothole,Low,Karnataka Bank Junction Cross,15.345054,75.108365
Severe road damage with deep potholes at Gandhinagar Block — two-wheeler riders are at risk.,Pothole,Low,Gandhinagar Block,15.371288,75.115334
Severe road damage with deep potholes at Jubilee Circle Junction — two-wheeler riders are at risk.,Pothole,Medium,Jubilee Circle Junction,15.355002,75.129373
Vehicles are getting stuck due to a pothole on the stretch near Rajiv Gandhi Circle Block.,Pothole,Low,Rajiv Gandhi Circle Block,15.338655,75.09917
Severe road damage with deep potholes at Appa Ghar Junction — two-wheeler riders are at risk.,Pothole,Medium,Appa Ghar Junction,15.378124,75.132894
A big pothole near Sindgi Cross Layout is causing traffic jams and minor accidents.,Pothole,Medium,Sindgi Cross Layout,15.369664,75.101986
Severe road damage with deep potholes at Siddeshwar Road Block — two-wheeler riders are at risk.,Pothole,Low,Siddeshwar Road Block,15.376609,75.117017
Vehicles are getting stuck due to a pothole on the stretch near Sindgi Cross Extension.,Pothole,Low,Sindgi Cross Extension,15.353275,75.116101
Severe road damage with deep potholes at Rajiv Gandhi Circle Phase 1 — two-wheeler riders are at risk.,Pothole,Low,Rajiv Gandhi Circle Phase 1,15.374907,75.143238
Vehicles are getting stuck due to a pothole on the stretch near Madhalawada Park.,Pothole,Low,Madhalawada Park,15.340307,75.133727
Severe road damage with deep potholes at RPF Road Market — two-wheeler riders are at risk.,Pothole,High,RPF Road Market,15.353232,75.15057
Severe road damage with deep potholes at Akash Nagar Junction — two-wheeler riders are at risk.,Pothole,Medium,Akash Nagar Junction,15.394699,75.102797
A big pothole near Deshpande Nagar Layout is causing traffic jams and minor accidents.,Pothole,Low,Deshpande Nagar Layout,15.367086,75.137819
A big pothole near Court Road Main Road is causing traffic jams and minor accidents.,Pothole,Low,Court Road Main Road,15.387284,75.130582
Severe road damage with deep potholes at Sindgi Cross Cross — two-wheeler riders are at risk.,Pothole,High,Sindgi Cross Cross,15.345551,75.135071
A big pothole near Cotton Market Extension is causing traffic jams and minor accidents.,Pothole,Low,Cotton Market Extension,15.337322,75.115358
A big pothole near Karnataka Bank Junction Phase 2 is causing traffic jams and minor accidents.,Pothole,Low,Karnataka Bank Junction Phase 2,15.371336,75.138643
Severe road damage with deep potholes at Vasavi Colony Street — two-wheeler riders are at risk.,Pothole,Medium,Vasavi Colony Street,15.34905,75.151436
Severe road damage with deep potholes at Vasavi Colony Bazaar — two-wheeler riders are at risk.,Pothole,Low,Vasavi Colony Bazaar,15.346341,75.134198
